net,length_um
u_alu._0078_,22.86
u_alu._0224_,22.84
u_branch_unit._097_,22.8
u_alu._0105_,22.76
u_pc_next_logic._0218_,22.76
_212_,22.72
u_pc_next_logic._0748_,22.72
u_alu._1019_,22.68
u_alu._1049_,22.68
u_regfile._003_,22.68
_059_,22.62
u_pc_next_logic._0372_,22.62
u_pc_next_logic._0640_,22.62
net23,22.59
_229_,22.54
u_pc_next_logic._0737_,22.52
u_alu._0588_,22.48
u_alu._0683_,22.44
u_pc_next_logic._0274_,22.4
_192_,22.36
u_alu._1036_,22.36
u_pc_next_logic._0736_,22.36
u_pc_next_logic._0260_,22.32
u_pc_next_logic._0564_,22.32
net91,22.32
u_pc_next_logic._0400_,22.3
net218,22.3
u_alu._0353_,22.28
u_alu._1043_,22.26
u_branch_unit._011_,22.26
u_branch_unit._116_,22.26
u_branch_unit._043_,22.23
net20,22.21
u_pc_next_logic._0027_,22.19
_077_,22.16
u_branch_unit._004_,22.16
u_pc_next_logic._0209_,22.16
u_alu._0352_,22.14
u_pc_next_logic._0534_,22.12
u_pc_next_logic._0619_,22.12
u_pc_next_logic._0025_,22.1
u_alu._0974_,22.08
u_decoder_controller.mem_write,22.08
net453,22.05
u_imm_gen.imm_j\[28\],22.04
_057_,22.02
u_pc_next_logic._0526_,22.02
_113_,22
u_alu._0266_,21.98
u_branch_unit._002_,21.98
u_pc_next_logic._0713_,21.98
u_alu._0778_,21.96
u_pc_next_logic._0254_,21.96
u_pc_next_logic._0450_,21.96
net95,21.96
u_pc_next_logic._0200_,21.92
u_pc_next_logic._0586_,21.92
u_pc_next_logic._0304_,21.88
u_pc_next_logic._0335_,21.86
net80,21.86
u_alu._0769_,21.82
_050_,21.8
u_dmem._031_,21.7
u_pc_next_logic._0084_,21.7
u_pc_next_logic._0716_,21.7
u_alu._0201_,21.68
u_branch_unit._019_,21.68
u_alu._0767_,21.66
u_alu._1018_,21.66
u_wb_mux._017_,21.58
u_alu._0487_,21.56
u_pc_next_logic._0373_,21.5
u_alu._0104_,21.48
u_alu._1038_,21.48
u_alu._0380_,21.46
u_pc_next_logic._0286_,21.42
_161_,21.38
u_pc_next_logic._0731_,21.38
u_branch_unit._029_,21.34
u_pc_next_logic._0329_,21.34
_070_,21.28
u_pc_next_logic._0623_,21.24
u_pc_next_logic._0752_,21.24
u_alu._0314_,21.215
u_pc_next_logic._0259_,21.215
u_branch_unit._014_,21.14
u_pc_next_logic._0038_,21.14
u_dmem._032_,21.12
u_branch_unit._021_,21.095
u_imm_gen.imm_j\[23\],21.09
u_alu._0004_,21.04
u_pc_next_logic._0243_,21.04
_056_,21.02
u_alu._0585_,21.02
u_alu._0795_,21
u_alu._0981_,20.98
u_pc_next_logic._0605_,20.98
net92,20.94
u_alu._0789_,20.92
u_alu._0093_,20.9
u_alu._1097_,20.88
u_branch_unit._009_,20.88
u_pc_next_logic._0224_,20.86
u_alu._0578_,20.84
_080_,20.82
u_pc_next_logic._0596_,20.82
_254_,20.78
u_alu._0700_,20.78
u_pc_next_logic._0169_,20.78
net77,20.74
u_branch_unit._077_,20.68
u_pc_next_logic._0359_,20.66
u_alu._0351_,20.62
u_branch_unit._065_,20.62
u_pc_next_logic._0101_,20.62
u_pc_next_logic._0360_,20.6
_021_,20.58
_176_,20.58
_231_,20.58
u_pc_next_logic._0588_,20.58
u_alu._1050_,20.56
u_pc_next_logic._0382_,20.54
net173,20.52
u_alu._0750_,20.5
u_pc_next_logic._0251_,20.48
u_pc_next_logic._0509_,20.48
_008_,20.46
u_alu._0739_,20.46
_170_,20.44
u_pc_next_logic._0231_,20.44
u_decoder_controller._10_,20.42
u_alu._0790_,20.4
u_alu._0922_,20.4
u_pc_next_logic._0213_,20.4
u_pc_next_logic._0241_,20.4
u_pc_next_logic._0253_,20.4
u_pc_next_logic._0406_,20.4
_003_,20.36
_020_,20.36
u_alu._0873_,20.36
u_pc_next_logic._0020_,20.36
u_alu._0085_,20.34
u_alu._0977_,20.34
u_pc_next_logic._0548_,20.34
u_alu._0979_,20.33
u_alu._0947_,20.32
u_alu._1004_,20.32
u_pc_next_logic._0199_,20.32
u_alu._1098_,20.3
_007_,20.28
u_alu._0853_,20.28
u_alu._0271_,20.26
u_pc_next_logic._0068_,20.26
_129_,20.24
u_alu._0020_,20.24
u_alu._0938_,20.24
u_pc_next_logic._0247_,20.24
_168_,20.18
_033_,20.16
u_pc_next_logic._0044_,20.16
u_alu._0151_,20.12
u_pc_next_logic._0521_,20.12
u_pc_next_logic._0411_,20.1
u_alu._0421_,20.06
u_pc_next_logic._0248_,20.06
u_pc_next_logic._0468_,20.02
net217,20.02
u_pc_next_logic._0277_,20
_131_,19.96
u_branch_unit._090_,19.96
u_imm_gen.imm_u\[22\],19.96
u_alu._0009_,19.94
u_pc_next_logic._0595_,19.94
_235_,19.9
u_imm_gen.imm_j\[17\],19.9
u_branch_unit._108_,19.88
u_pc_next_logic._0311_,19.88
_240_,19.86
u_alu._0964_,19.86
u_alu._0535_,19.84
u_pc_reg._041_,19.82
_023_,19.78
net231,19.78
u_dmem._033_,19.76
u_pc_next_logic._0416_,19.76
u_pc_next_logic._0497_,19.76
net12,19.73
u_alu._0084_,19.7
u_alu._0942_,19.7
u_alu._1084_,19.7
u_pc_next_logic._0119_,19.68
u_pc_next_logic._0546_,19.62
u_pc_next_logic._0700_,19.62
u_pc_next_logic._0561_,19.6
u_alu._0457_,19.56
u_alu._1074_,19.56
_061_,19.5
_022_,19.48
u_dmem._016_,19.48
u_alu._0638_,19.46
u_dmem._020_,19.46
u_pc_next_logic._0607_,19.44
u_alu._0637_,19.43
u_branch_unit._056_,19.43
u_alu._0972_,19.42
u_alu._0544_,19.4
_047_,19.36
_198_,19.36
u_alu.B\[0\],19.36
net97,19.36
u_alu._0207_,19.32
u_alu._0787_,19.32
u_alu._1023_,19.32
u_pc_next_logic._0383_,19.32
_058_,19.3
u_alu._0941_,19.29
_241_,19.28
u_alu._0721_,19.28
u_branch_unit._022_,19.26
u_pc_next_logic._0009_,19.24
u_pc_next_logic._0533_,19.16
u_alu._0686_,19.12
u_dmem._023_,19.1
u_pc_next_logic._0551_,19.1
_125_,19.08
u_branch_unit._034_,19.08
net174,19.08
net120,19.05
u_alu._0198_,19.02
u_alu._0226_,19.02
u_branch_unit._086_,19.01
_097_,18.98
u_pc_next_logic._0278_,18.98
u_pc_next_logic._0600_,18.98
u_alu._0156_,18.92
u_branch_unit._005_,18.92
u_branch_unit._103_,18.92
u_alu._0237_,18.9
u_alu._0843_,18.9
u_pc_next_logic._0429_,18.9
u_pc_next_logic._0350_,18.88
u_pc_next_logic._0452_,18.86
u_pc_next_logic._0642_,18.82
_169_,18.78
u_pc_next_logic._0433_,18.78
u_pc_next_logic._0512_,18.78
u_pc_next_logic._0703_,18.78
u_pc_next_logic._0018_,18.74
u_alu._0035_,18.72
u_pc_next_logic._0634_,18.7
_250_,18.68
_074_,18.66
u_dmem._026_,18.66
u_alu._0445_,18.64
u_pc_next_logic._0296_,18.64
u_pc_next_logic._0397_,18.64
net93,18.64
u_alu._0910_,18.62
u_alu._1081_,18.62
u_alu._0642_,18.58
_256_,18.54
u_alu._0957_,18.52
u_alu._0041_,18.44
net126,18.44
u_wb_mux._071_,18.38
u_alu._0137_,18.36
u_alu._0923_,18.34
u_pc_next_logic._0462_,18.34
u_pc_next_logic._0349_,18.28
u_pc_next_logic._0528_,18.26
_071_,18.18
u_pc_next_logic._0221_,18.18
u_alu._0712_,18.16
u_alu._0889_,18.14
u_alu.B\[1\],18.125
_099_,18.12
u_pc_next_logic._0088_,18.11
u_alu._0057_,18.1
u_pc_next_logic._0131_,18.1
u_alu._0122_,18.08
u_pc_next_logic._0627_,18.04
u_alu._0121_,18.02
u_pc_next_logic._0489_,18.02
u_pc_next_logic._0711_,18.02
_029_,17.96
_098_,17.94
u_imm_gen.imm_j\[5\],17.92
u_dmem._021_,17.9
u_pc_next_logic.pc_next\[4\],17.88
u_alu._0644_,17.82
u_alu._1028_,17.82
u_alu._0118_,17.8
u_pc_next_logic._0207_,17.78
u_pc_next_logic._0237_,17.76
net422,17.75
_005_,17.74
_032_,17.74
u_alu._0181_,17.74
net452,17.73
u_alu._0481_,17.7
u_pc_next_logic._0508_,17.7
u_imem.addr\[5\],17.68
_201_,17.66
net123,17.65
_043_,17.64
_245_,17.64
u_alu._0264_,17.64
u_alu._0684_,17.64
net67,17.64
u_branch_unit._095_,17.62
u_pc_next_logic._0303_,17.61
u_pc_next_logic._0535_,17.6
u_alu._0728_,17.57
_210_,17.56
u_pc_next_logic._0591_,17.56
u_dmem._017_,17.54
net73,17.54
u_alu._0066_,17.52
u_pc_next_logic._0090_,17.5
net450,17.49
_092_,17.48
_104_,17.46
u_alu._0026_,17.46
u_pc_next_logic._0048_,17.46
u_alu._0951_,17.42
_036_,17.4
u_pc_reg._028_,17.4
u_alu._0486_,17.36
u_pc_next_logic._0573_,17.32
u_pc_next_logic.pc_next\[22\],17.32
net409,17.31
u_pc_next_logic._0043_,17.28
u_pc_next_logic._0179_,17.28
net423,17.27
u_alu._0117_,17.26
u_alu._0033_,17.24
u_alu._0006_,17.22
u_pc_next_logic._0026_,17.22
u_pc_next_logic._0152_,17.22
_189_,17.18
u_alu._0204_,17.18
u_branch_unit._067_,17.18
u_alu._0751_,17.16
u_imm_gen.imm_j\[11\],17.16
u_alu._0056_,17.14
u_alu._1113_,17.14
u_pc_reg._022_,17.14
u_pc_next_logic._0047_,17.105
u_pc_next_logic._0291_,17.08
net117,17.07
net411,17.05
u_alu._0705_,17.02
_060_,16.98
u_alu._0702_,16.98
u_alu._1027_,16.98
u_alu._0222_,16.94
u_pc_next_logic._0197_,16.88
net412,16.87
net444,16.87
u_pc_next_logic._0637_,16.86
u_pc_next_logic._0294_,16.84
_090_,16.82
_262_,16.82
u_alu._0120_,16.82
u_pc_next_logic._0320_,16.82
u_alu._0175_,16.8
u_dmem._027_,16.8
u_pc_next_logic._0422_,16.78
u_pc_next_logic._0193_,16.76
u_pc_next_logic._0592_,16.76
_148_,16.72
u_dmem._010_,16.72
u_dmem._013_,16.72
u_dmem._024_,16.72
_069_,16.68
net72,16.68
net521,16.67
_027_,16.64
u_branch_unit._047_,16.64
u_alu._0691_,16.62
u_alu._0164_,16.6
u_alu._0916_,16.58
_132_,16.56
u_alu._1104_,16.56
u_pc_next_logic._0479_,16.56
u_pc_next_logic._0401_,16.54
_260_,16.52
u_imm_gen.imm_j\[29\],16.52
u_pc_next_logic._0330_,16.45
u_alu._0474_,16.44
net447,16.44
u_alu._0907_,16.42
u_dmem._002_,16.42
u_dmem._012_,16.42
u_dmem._034_,16.42
u_alu._0075_,16.4
net436,16.39
u_pc_next_logic._0719_,16.38
u_pc_next_logic._0743_,16.36
u_pc_next_logic._0626_,16.34
net118,16.32
u_alu._0914_,16.3
_206_,16.28
u_alu._0267_,16.28
u_alu._0038_,16.26
u_alu._0720_,16.26
u_pc_next_logic._0280_,16.26
u_wb_mux._063_,16.26
net10,16.24
_105_,16.22
u_alu._1031_,16.22
u_alu._0184_,16.18
u_alu._0580_,16.18
u_branch_unit._040_,16.18
u_alu._0059_,16.16
_035_,16.14
_232_,16.12
u_alu._0490_,16.12
u_pc_next_logic._0156_,16.12
net439,16.11
u_alu._0613_,16.1
u_alu._0876_,16.1
u_pc_next_logic._0164_,16.1
_062_,16.06
u_pc_next_logic._0610_,16.055
net522,16.05
u_alu._0281_,16.04
u_pc_next_logic._0142_,16.04
u_pc_next_logic._0478_,15.93
u_alu._1086_,15.9
u_alu._1096_,15.89
u_pc_next_logic._0421_,15.86
u_alu._0079_,15.84
net431,15.84
net433,15.82
net432,15.81
net448,15.81
u_branch_unit._012_,15.8
u_pc_next_logic._0427_,15.8
u_alu._0441_,15.78
u_pc_next_logic._0081_,15.78
u_pc_next_logic._0493_,15.77
u_wb_mux._081_,15.76
net108,15.76
net456,15.75
net449,15.73
u_dmem._000_,15.72
u_pc_next_logic._0003_,15.72
u_pc_next_logic._0647_,15.72
net352,15.72
u_alu._0685_,15.715
net413,15.71
net429,15.68
net446,15.67
net424,15.66
net434,15.66
net440,15.66
net435,15.65
net455,15.65
u_dmem._003_,15.62
net445,15.61
net457,15.61
u_alu._0707_,15.6
net427,15.59
net428,15.58
net454,15.57
u_alu._0576_,15.56
u_alu._0008_,15.5
u_dmem._029_,15.5
u_pc_next_logic._0516_,15.5
u_pc_next_logic._0577_,15.5
net441,15.49
_236_,15.48
u_alu._0074_,15.46
net438,15.45
u_alu._0232_,15.44
u_branch_unit._061_,15.42
net426,15.42
net443,15.41
net451,15.41
net437,15.37
u_alu._0048_,15.36
u_pc_next_logic._0242_,15.36
_220_,15.34
net425,15.34
u_pc_next_logic._0697_,15.34
net442,15.33
net129,15.32
net410,15.3
net430,15.3
u_alu._0870_,15.26
u_pc_next_logic.pc_next\[20\],15.26
u_alu._0654_,15.255
_100_,15.24
u_pc_next_logic._0016_,15.225
_111_,15.22
u_branch_unit._071_,15.22
u_alu._0540_,15.18
u_alu._0738_,15.18
u_alu._0157_,15.16
u_pc_next_logic._0103_,15.16
u_pc_next_logic._0126_,15.14
u_pc_next_logic._0127_,15.14
u_branch_unit._060_,15.12
u_pc_next_logic._0112_,15.1
u_alu._0170_,15.06
u_imm_gen.imm_j\[15\],15.04
u_alu._0932_,14.98
u_wb_mux.pc_plus_imm\[31\],14.94
_253_,14.92
u_alu._0106_,14.92
u_branch_unit._045_,14.9
u_pc_next_logic._0028_,14.895
_188_,14.84
u_alu._0129_,14.84
u_pc_next_logic._0517_,14.84
net367,14.84
u_pc_next_logic._0598_,14.8
u_alu._0658_,14.78
u_alu._1066_,14.78
u_pc_next_logic._0434_,14.78
_037_,14.76
_045_,14.76
_135_,14.76
u_alu._1062_,14.76
u_pc_next_logic._0219_,14.76
net100,14.74
net102,14.74
net106,14.74
u_alu._0213_,14.72
u_alu._0852_,14.72
u_pc_next_logic._0310_,14.72
u_pc_next_logic._0337_,14.72
u_pc_next_logic._0011_,14.7
u_pc_next_logic._0196_,14.675
_064_,14.66
u_alu._0756_,14.66
net527,14.66
net110,14.65
u_pc_next_logic._0741_,14.64
u_wb_mux.pc_plus_imm\[21\],14.64
net132,14.64
u_alu._0569_,14.58
u_dmem._006_,14.58
u_dmem._007_,14.58
u_dmem._025_,14.54
u_pc_next_logic._0234_,14.54
net82,14.54
u_pc_next_logic._0024_,14.535
u_alu._0725_,14.5
u_alu._0971_,14.5
net528,14.5
u_alu._0710_,14.48
u_alu._0167_,14.46
u_dmem._022_,14.46
net408,14.46
u_pc_next_logic._0565_,14.44
u_pc_reg._039_,14.42
net219,14.41
u_pc_next_logic._0436_,14.4
net71,14.38
net78,14.38
_063_,14.36
net525,14.36
u_alu._0005_,14.34
u_alu._0929_,14.32
u_alu._1003_,14.3
u_pc_next_logic._0133_,14.3
net134,14.3
u_alu._0223_,14.28
net526,14.28
net529,14.28
u_alu._0228_,14.26
u_pc_next_logic._0555_,14.26
u_pc_next_logic._0653_,14.26
u_pc_next_logic._0770_,14.25
u_pc_next_logic._0456_,14.22
u_pc_next_logic._0264_,14.2
u_alu._0609_,14.18
u_dmem._009_,14.12
u_wb_mux.pc_plus_imm\[12\],14.12
u_pc_next_logic._0692_,14.115
net280,14.1
u_pc_next_logic._0562_,14.08
net299,14.08
_244_,14.04
net161,14.03
u_alu._0125_,14.02
u_alu._0761_,14.02
u_branch_unit._053_,14.02
_117_,14
u_alu._1092_,14
u_alu._0671_,13.98
_095_,13.96
u_alu._0719_,13.96
u_branch_unit._058_,13.96
u_pc_reg._038_,13.96
net519,13.96
u_alu._0911_,13.92
u_pc_next_logic._0319_,13.92
net166,13.89
u_imm_gen.imm_j\[16\],13.88
u_pc_next_logic._0724_,13.88
net306,13.86
u_alu._0364_,13.84
u_pc_next_logic._0309_,13.82
u_pc_next_logic._0578_,13.82
u_alu._1002_,13.8
u_pc_next_logic._0768_,13.8
_242_,13.76
u_branch_unit._063_,13.76
u_branch_unit._079_,13.76
u_alu._0521_,13.74
u_pc_next_logic._0518_,13.74
net512,13.74
u_imm_gen.imm_b\[16\],13.72
_162_,13.68
u_branch_unit._081_,13.62
u_wb_mux._067_,13.62
u_alu._1030_,13.6
u_alu._0013_,13.58
u_alu._0072_,13.56
u_dmem._011_,13.56
_087_,13.54
u_pc_next_logic._0036_,13.54
u_pc_next_logic._0408_,13.54
net332,13.54
u_alu._1032_,13.52
net151,13.52
u_alu._0312_,13.5
u_alu._0483_,13.5
u_pc_reg._020_,13.5
net345,13.5
u_alu._0283_,13.48
net513,13.47
u_imm_gen.imm_b\[29\],13.46
u_dmem._015_,13.44
u_pc_next_logic._0017_,13.44
u_pc_next_logic._0466_,13.44
u_alu._0002_,13.42
u_alu._0698_,13.4
_096_,13.38
_224_,13.38
u_branch_unit._028_,13.38
u_pc_next_logic._0365_,13.38
_028_,13.36
u_alu._0191_,13.34
net137,13.28
u_alu._0606_,13.26
net406,13.26
u_pc_next_logic._0134_,13.24
u_pc_next_logic._0538_,13.24
u_dmem._008_,13.22
_103_,13.2
u_pc_next_logic._0584_,13.2
_160_,13.18
u_alu._1083_,13.18
u_pc_next_logic._0344_,13.18
_238_,13.16
u_alu._0664_,13.16
u_pc_reg._021_,13.16
u_pc_next_logic._0539_,13.14
u_pc_next_logic._0757_,13.14
net405,13.14
u_alu._0912_,13.12
net407,13.1
net530,13.1
u_pc_next_logic._0272_,13.1
net533,13.09
u_pc_next_logic._0346_,13.08
u_pc_next_logic._0361_,13.08
net514,13.07
u_alu._0183_,13.06
u_pc_next_logic._0395_,13.06
u_pc_next_logic._0083_,13.04
u_pc_next_logic._0398_,13.04
u_pc_next_logic._0659_,13.04
u_pc_next_logic._0040_,13.02
u_alu._0194_,13
u_imm_gen.imm_b\[18\],13
net319,12.99
net291,12.96
u_alu._0144_,12.94
_114_,12.92
_186_,12.92
u_alu._0296_,12.92
u_pc_next_logic._0079_,12.92
u_pc_next_logic._0560_,12.92
u_pc_next_logic._0708_,12.92
u_pc_next_logic._0230_,12.9
u_pc_next_logic._0695_,12.9
net517,12.9
u_pc_next_logic._0425_,12.88
_034_,12.86
u_alu._0233_,12.86
net414,12.86
net417,12.86
net418,12.86
net516,12.86
u_pc_next_logic._0097_,12.84
u_alu._0090_,12.82
net421,12.82
u_pc_next_logic._0089_,12.82
u_pc_next_logic._0118_,12.8
u_alu._1082_,12.76
u_pc_next_logic._0601_,12.76
_175_,12.74
u_alu._0292_,12.72
u_pc_next_logic._0194_,12.72
u_pc_next_logic._0437_,12.72
u_alu._0381_,12.7
u_pc_next_logic._0472_,12.7
u_alu._0119_,12.69
u_imm_gen.imm_j\[27\],12.68
u_pc_next_logic._0141_,12.68
net145,12.68
net155,12.68
_209_,12.66
u_pc_next_logic._0754_,12.66
u_branch_unit._006_,12.64
u_pc_next_logic._0443_,12.64
u_pc_next_logic._0576_,12.64
net531,12.63
net532,12.63
net534,12.63
net535,12.63
net536,12.63
net537,12.63
net538,12.63
net515,12.63
net523,12.62
net141,12.62
u_pc_next_logic._0333_,12.6
u_pc_next_logic._0714_,12.6
net390,12.6
u_alu._0639_,12.58
u_alu._0802_,12.58
u_branch_unit._064_,12.58
u_pc_next_logic.pc_next\[24\],12.58
u_alu_control._05_,12.56
u_pc_next_logic._0392_,12.56
net274,12.55
_116_,12.54
u_alu._0814_,12.54
u_alu._0945_,12.54
net230,12.52
_106_,12.5
_216_,12.5
u_alu._0840_,12.5
u_alu._0857_,12.5
u_wb_mux.pc_plus_imm\[19\],12.5
u_branch_unit._001_,12.48
u_branch_unit._044_,12.48
u_pc_next_logic._0747_,12.48
u_alu._1033_,12.46
u_imm_gen.imm_j\[13\],12.42
_199_,12.4
u_branch_unit._042_,12.4
u_pc_next_logic._0355_,12.4
net510,12.38
net520,12.38
u_pc_reg._036_,12.3
_093_,12.28
u_pc_next_logic._0275_,12.24
net518,12.22
net98,12.22
net104,12.22
net112,12.22
u_pc_next_logic._0617_,12.2
u_wb_mux.pc_plus_imm\[23\],12.2
net416,12.18
net524,12.18
_039_,12.16
u_alu._0203_,12.16
u_pc_next_logic._0050_,12.16
u_pc_next_logic._0094_,12.16
u_pc_next_logic._0109_,12.16
u_pc_next_logic._0252_,12.16
u_pc_next_logic._0216_,12.15
_121_,12.08
u_pc_next_logic._0745_,12.08
u_alu._0176_,12.06
u_pc_next_logic._0353_,12.06
_041_,12.04
u_alu._1047_,12.04
u_alu._1088_,12.04
u_pc_next_logic._0307_,12.04
u_pc_next_logic._0763_,12.04
u_pc_next_logic.pc_next\[13\],12.04
u_wb_mux.pc_plus_imm\[22\],12.04
_218_,12
u_alu._0724_,12
u_imm_gen.imm_j\[19\],11.96
_164_,11.94
u_alu._1101_,11.92
u_pc_next_logic._0445_,11.92
u_alu._0214_,11.88
u_pc_next_logic._0004_,11.84
u_wb_mux._011_,11.82
net75,11.82
u_branch_unit._098_,11.8
u_alu._0484_,11.78
u_pc_next_logic._0228_,11.78
_183_,11.76
u_branch_unit._093_,11.76
u_pc_next_logic._0287_,11.76
u_wb_mux._023_,11.76
u_alu._0128_,11.74
u_wb_mux.pc_plus_imm\[11\],11.74
_030_,11.7
_221_,11.7
u_alu._0690_,11.7
u_pc_reg._013_,11.7
net511,11.7
u_wb_mux._029_,11.7
u_alu._1005_,11.66
net415,11.66
net419,11.66
net420,11.66
u_imm_gen.imm_b\[7\],11.66
_108_,11.64
u_alu._0225_,11.64
u_pc_next_logic._0638_,11.635
u_branch_unit._112_,11.6
u_pc_next_logic._0504_,11.6
_163_,11.58
u_alu._0414_,11.58
u_alu._0773_,11.58
u_pc_next_logic._0388_,11.58
u_pc_next_logic._0667_,11.58
u_pc_next_logic._0726_,11.58
u_alu._0027_,11.54
u_imm_gen.imm_j\[21\],11.54
u_dmem._001_,11.5
u_branch_unit._069_,11.48
u_pc_reg._057_,11.46
u_decoder_controller._06_,11.42
u_pc_next_logic._0689_,11.42
u_pc_next_logic._0023_,11.38
u_alu._0171_,11.36
u_alu._0197_,11.36
net76,11.36
u_alu._0534_,11.32
u_alu._0901_,11.32
u_pc_next_logic._0339_,11.28
u_alu._0040_,11.26
u_alu._0508_,11.24
u_alu._0924_,11.24
u_pc_reg._064_,11.24
u_pc_next_logic._0632_,11.2
u_alu._0087_,11.18
u_alu._0848_,11.16
u_alu._1057_,11.16
u_pc_next_logic._0128_,11.16
u_pc_next_logic._0750_,11.16
u_alu._0784_,11.14
_031_,11.12
_085_,11.12
u_wb_mux.pc_plus_imm\[9\],11.12
u_pc_next_logic.pc_next\[21\],11.1
u_alu._0277_,11.08
u_alu_control._01_,11.02
_259_,11
u_pc_next_logic._0641_,10.96
u_alu._0496_,10.92
u_alu._1109_,10.92
u_pc_next_logic._0527_,10.92
u_pc_next_logic._0631_,10.92
u_pc_reg._040_,10.92
u_pc_reg._062_,10.9
u_branch_unit._089_,10.885
u_alu._0878_,10.88
u_pc_next_logic._0266_,10.88
_137_,10.86
u_alu._0136_,10.86
u_alu._0950_,10.86
u_alu._0967_,10.86
u_pc_next_logic._0414_,10.86
u_pc_next_logic._0706_,10.84
_193_,10.82
_208_,10.82
u_alu._0273_,10.82
u_branch_unit._048_,10.82
u_pc_next_logic._0494_,10.82
u_alu._0193_,10.8
u_alu._0590_,10.8
u_pc_next_logic._0065_,10.8
u_alu._0624_,10.78
u_branch_unit._049_,10.78
u_alu._0865_,10.74
u_alu._0885_,10.74
u_pc_next_logic._0732_,10.72
_151_,10.68
u_alu._0022_,10.68
u_pc_next_logic._0347_,10.66
u_pc_next_logic._0658_,10.66
u_alu._0661_,10.64
u_imm_gen.imm_b\[28\],10.64
u_branch_unit._100_,10.57
_152_,10.56
u_pc_next_logic._0177_,10.54
u_pc_next_logic._0217_,10.52
u_pc_next_logic._0165_,10.5
u_imm_gen.imm_j\[22\],10.485
u_alu._0653_,10.46
u_dmem._014_,10.46
u_imm_gen.imm_b\[10\],10.46
u_wb_mux._052_,10.46
u_alu._0329_,10.44
u_wb_mux._025_,10.44
u_wb_mux.pc_plus_imm\[14\],10.44
u_branch_unit._078_,10.42
u_pc_next_logic._0188_,10.4
u_pc_next_logic._0268_,10.4
u_pc_next_logic._0544_,10.4
u_alu._1099_,10.36
u_pc_next_logic._0171_,10.36
u_alu._0142_,10.34
u_alu._0173_,10.34
u_alu._0206_,10.32
u_alu._0276_,10.32
u_imm_gen.imm_j\[1\],10.3
u_alu._0140_,10.28
_217_,10.26
u_pc_next_logic._0568_,10.24
u_alu._0465_,10.2
u_alu._1064_,10.2
u_alu._0342_,10.16
u_alu._1007_,10.16
u_alu._0301_,10.12
u_dmem._005_,10.12
u_alu._0168_,10.1
u_alu._0134_,10.08
u_pc_next_logic._0186_,10.06
u_alu._0760_,10.02
u_pc_next_logic._0166_,9.99
_156_,9.98
u_alu._0899_,9.96
u_pc_next_logic._0438_,9.96
u_alu._0528_,9.94
u_alu._0824_,9.94
u_wb_mux.pc_plus_imm\[1\],9.92
u_imm_gen.imm_b\[23\],9.9
_226_,9.88
u_decoder_controller._07_,9.88
u_pc_next_logic._0257_,9.88
_128_,9.86
u_alu._0227_,9.86
u_alu._0933_,9.86
u_alu._1085_,9.86
u_pc_next_logic._0405_,9.86
u_pc_next_logic._0480_,9.86
u_imm_gen.imm_b\[22\],9.84
u_wb_mux._027_,9.84
u_alu._0360_,9.82
u_alu._1070_,9.82
u_pc_reg._056_,9.82
u_pc_next_logic.pc_next\[23\],9.8
net70,9.78
u_pc_next_logic._0694_,9.76
u_alu._0282_,9.66
u_alu._0687_,9.62
u_branch_unit._085_,9.62
u_pc_next_logic._0510_,9.62
u_alu._0135_,9.6
u_pc_next_logic._0663_,9.58
u_pc_next_logic.pc_next\[25\],9.54
_101_,9.52
_249_,9.52
u_alu._0180_,9.52
u_alu._0615_,9.52
u_imm_gen.imm_b\[27\],9.515
u_pc_next_logic._0149_,9.5
u_pc_reg._007_,9.5
u_alu._0023_,9.48
u_alu._0343_,9.48
u_alu._0448_,9.48
u_alu._0846_,9.48
u_branch_unit._113_,9.48
u_imm_gen.imm_j\[25\],9.48
u_wb_mux._054_,9.48
_025_,9.46
u_branch_unit._031_,9.46
_171_,9.44
u_alu._0265_,9.44
u_alu._1111_,9.44
u_pc_next_logic._0173_,9.44
u_pc_next_logic._0399_,9.44
net68,9.44
_257_,9.42
u_alu._0103_,9.42
u_branch_unit._003_,9.42
u_pc_next_logic._0345_,9.42
u_pc_reg._045_,9.42
u_alu._0349_,9.4
u_alu._0771_,9.4
u_alu._0973_,9.4
u_branch_unit._054_,9.4
u_pc_next_logic._0039_,9.4
u_wb_mux._050_,9.4
u_alu._0856_,9.36
_154_,9.32
u_wb_mux.pc_plus_imm\[7\],9.32
u_pc_next_logic._0205_,9.3
u_pc_next_logic._0256_,9.29
u_pc_next_logic._0442_,9.28
u_alu._0015_,9.22
net364,9.22
u_alu_control._00_,9.2
u_alu._1100_,9.18
u_pc_next_logic._0223_,9.18
u_branch_unit._010_,9.12
u_branch_unit._110_,9.12
_225_,9.06
u_alu._0934_,9.06
u_branch_unit._030_,9.06
u_branch_unit._033_,9.06
u_wb_mux._044_,9.06
u_wb_mux.pc_plus_imm\[16\],9.06
_237_,9.04
_195_,9.02
u_alu._0096_,9.02
u_alu._0152_,9.02
u_alu._0821_,9.02
u_pc_next_logic._0362_,9.02
u_alu._1055_,9
u_branch_unit._035_,9
u_pc_next_logic._0245_,9
u_pc_next_logic._0012_,8.98
u_pc_next_logic.pc_next\[7\],8.96
u_wb_mux._007_,8.96
u_alu._1078_,8.94
u_pc_next_logic._0420_,8.94
u_pc_next_logic._0444_,8.94
u_pc_next_logic._0530_,8.94
u_alu._0315_,8.92
u_alu._0662_,8.92
